recency,spend_6m,career_focus,hobby_focus,career_stage,new_user,platform,campaign_group,platform_visit,conversion,spend_next_14d
2,302.263,0,1,Early career,0,Desktop,Control,0,0,0.0
8,156.299,1,0,Career switch,0,Desktop,Career,1,0,0.0
5,1344.8500000000001,0,1,Career switch,1,Multichannel,Hobby,1,0,0.0
12,146.406,0,1,Mid/senior professional,1,Desktop,Control,0,0,0.0
12,64.48,1,0,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
1,871.871,1,0,Mid/senior professional,1,Mobile,Career,0,0,0.0
4,275.56100000000004,1,1,Career switch,0,Mobile,Control,0,0,0.0
6,38.987,0,1,Career switch,1,Desktop,Hobby,0,0,0.0
1,38.987,0,1,Mid/senior professional,0,Mobile,Hobby,0,0,0.0
10,112.97000000000001,1,0,Career switch,1,Mobile,Control,0,0,0.0
8,376.935,0,1,Career switch,1,Multichannel,Hobby,1,0,0.0
10,38.987,1,0,Mid/senior professional,1,Mobile,Control,0,0,0.0
12,38.987,1,0,Mid/senior professional,1,Mobile,Hobby,0,0,0.0
10,46.397,0,1,Career switch,0,Desktop,Control,0,0,0.0
9,38.987,1,0,Mid/senior professional,1,Mobile,Career,1,0,0.0
6,38.987,0,1,Early career,0,Desktop,Hobby,0,0,0.0
5,384.267,0,1,Career switch,1,Desktop,Control,0,0,0.0
9,69.34200000000001,1,0,Career switch,0,Desktop,Control,1,0,0.0
5,403.585,0,1,Early career,0,Desktop,Control,0,0,0.0
3,683.7350000000001,1,1,Mid/senior professional,1,Mobile,Career,0,0,0.0
9,186.55,1,0,Career switch,1,Desktop,Control,0,0,0.0
1,2034.487,1,0,Career switch,1,Desktop,Hobby,0,0,0.0
4,78.364,1,0,Mid/senior professional,0,Mobile,Control,0,0,0.0
3,39.961999999999996,1,0,Early career,1,Mobile,Control,0,0,0.0
12,67.795,1,0,Mid/senior professional,1,Desktop,Control,0,0,0.0
7,576.654,1,0,Career switch,1,Multichannel,Hobby,0,0,0.0
7,243.73700000000002,0,1,Career switch,1,Mobile,Control,0,0,0.0
5,62.400000000000006,0,1,Career switch,1,Desktop,Hobby,0,0,0.0
6,475.68300000000005,1,0,Career switch,0,Desktop,Career,0,0,0.0
2,318.227,0,1,Career switch,0,Mobile,Control,0,0,0.0
11,38.987,1,0,Mid/senior professional,1,Mobile,Control,0,0,0.0
3,38.987,0,1,Mid/senior professional,0,Mobile,Control,0,0,0.0
5,38.987,0,1,Mid/senior professional,0,Mobile,Control,0,0,0.0
9,283.569,1,1,Mid/senior professional,0,Desktop,Control,0,0,0.0
10,221.819,1,0,Mid/senior professional,0,Desktop,Career,0,0,0.0
2,349.843,0,1,Mid/senior professional,1,Mobile,Hobby,1,0,0.0
11,38.987,0,1,Career switch,1,Mobile,Control,0,0,0.0
3,202.891,1,0,Mid/senior professional,1,Mobile,Career,0,0,0.0
1,1298.3490000000002,1,0,Career switch,1,Desktop,Career,1,0,0.0
6,114.179,1,0,Career switch,1,Mobile,Control,0,0,0.0
10,112.879,0,1,Mid/senior professional,0,Mobile,Career,0,0,0.0
2,108.966,1,0,Early career,0,Mobile,Career,1,0,0.0
4,273.71500000000003,1,0,Career switch,0,Desktop,Control,0,0,0.0
11,39.377,1,0,Mid/senior professional,0,Desktop,Control,0,0,0.0
9,276.003,1,1,Early career,1,Desktop,Control,0,0,0.0
10,209.15699999999998,1,0,Early career,1,Mobile,Control,0,0,0.0
1,1520.298,0,1,Mid/senior professional,1,Multichannel,Career,0,0,0.0
6,38.987,0,1,Early career,0,Desktop,Control,0,0,0.0
2,375.583,1,1,Career switch,0,Mobile,Control,0,0,0.0
3,481.5330000000001,0,1,Early career,0,Desktop,Hobby,1,0,0.0
7,102.726,1,0,Career switch,1,Mobile,Hobby,0,0,0.0
9,38.987,1,0,Career switch,1,Desktop,Control,0,0,0.0
1,52.49400000000001,0,1,Career switch,0,Mobile,Control,0,0,0.0
8,739.024,0,1,Mid/senior professional,1,Desktop,Control,0,0,0.0
9,315.276,1,1,Mid/senior professional,0,Desktop,Control,0,0,0.0
6,372.09900000000005,1,0,Career switch,1,Desktop,Control,0,0,0.0
8,159.549,1,0,Early career,1,Mobile,Control,0,0,0.0
7,84.136,1,0,Career switch,1,Mobile,Career,0,0,0.0
5,73.07300000000001,1,0,Career switch,1,Mobile,Career,1,0,0.0
1,269.438,0,1,Mid/senior professional,1,Multichannel,Career,0,0,0.0
4,38.987,1,0,Mid/senior professional,0,Desktop,Career,1,1,171.85999999999999
1,943.54,1,1,Early career,1,Desktop,Hobby,0,0,0.0
2,1306.734,1,1,Mid/senior professional,1,Desktop,Career,1,1,126.39900000000002
6,38.987,1,0,Early career,1,Mobile,Hobby,0,0,0.0
4,404.35200000000003,1,0,Career switch,0,Desktop,Control,0,0,0.0
3,343.759,1,0,Early career,1,Mobile,Control,0,0,0.0
8,238.25100000000003,1,0,Career switch,0,Desktop,Hobby,0,0,0.0
10,207.857,0,1,Career switch,1,Mobile,Hobby,0,0,0.0
5,232.88199999999998,1,0,Mid/senior professional,0,Desktop,Career,0,0,0.0
9,222.859,0,1,Early career,0,Desktop,Control,0,0,0.0
5,38.987,1,0,Mid/senior professional,0,Desktop,Career,0,0,0.0
1,475.423,1,0,Early career,1,Desktop,Hobby,1,0,0.0
7,72.33200000000001,1,0,Mid/senior professional,1,Mobile,Career,0,0,0.0
4,403.013,1,1,Early career,0,Mobile,Career,1,0,0.0
9,52.247,0,1,Career switch,0,Mobile,Hobby,0,0,0.0
8,210.34000000000003,1,0,Career switch,0,Mobile,Control,0,0,0.0
1,72.93,1,0,Early career,1,Mobile,Control,0,0,0.0
2,734.344,1,0,Early career,1,Multichannel,Career,0,0,0.0
5,100.503,0,1,Career switch,0,Mobile,Hobby,0,0,0.0
2,38.987,1,0,Career switch,0,Mobile,Career,0,0,0.0
2,435.591,0,1,Mid/senior professional,0,Mobile,Career,0,0,0.0
10,55.536,1,0,Career switch,1,Mobile,Control,0,0,0.0
11,406.445,0,1,Mid/senior professional,0,Desktop,Control,0,0,0.0
5,38.987,0,1,Career switch,1,Desktop,Control,0,0,0.0
2,392.522,0,1,Mid/senior professional,0,Desktop,Control,0,0,0.0
11,216.411,0,1,Mid/senior professional,1,Desktop,Career,0,0,0.0
3,974.727,0,1,Early career,1,Mobile,Hobby,0,0,0.0
11,112.95700000000001,1,0,Career switch,0,Mobile,Control,0,0,0.0
1,158.769,0,1,Early career,0,Mobile,Career,0,0,0.0
9,58.37,0,1,Career switch,0,Desktop,Control,0,0,0.0
9,123.05799999999999,1,0,Career switch,0,Desktop,Career,1,0,0.0
3,652.756,1,1,Career switch,1,Multichannel,Hobby,0,0,0.0
9,435.539,1,1,Mid/senior professional,0,Mobile,Career,0,0,0.0
7,997.139,1,1,Career switch,1,Mobile,Control,0,0,0.0
3,1090.518,0,1,Mid/senior professional,1,Desktop,Hobby,0,0,0.0
3,242.11200000000002,0,1,Mid/senior professional,0,Desktop,Career,0,0,0.0
6,304.99300000000005,1,0,Mid/senior professional,1,Desktop,Hobby,0,0,0.0
3,103.62299999999999,1,0,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
10,38.987,1,0,Career switch,1,Mobile,Control,0,0,0.0
3,346.20300000000003,1,1,Career switch,0,Mobile,Hobby,0,0,0.0
8,180.557,1,0,Career switch,0,Desktop,Hobby,0,0,0.0
9,38.987,1,0,Career switch,1,Desktop,Hobby,0,0,0.0
9,39.351,1,0,Mid/senior professional,0,Mobile,Career,0,0,0.0
2,38.987,0,1,Mid/senior professional,1,Mobile,Career,1,1,38.987
8,377.06500000000005,1,0,Career switch,1,Multichannel,Control,0,0,0.0
2,506.55800000000005,0,1,Mid/senior professional,0,Desktop,Career,0,0,0.0
11,261.144,0,1,Early career,0,Multichannel,Career,0,0,0.0
4,1005.264,0,1,Career switch,1,Mobile,Hobby,0,0,0.0
4,486.928,0,1,Career switch,0,Mobile,Control,0,0,0.0
5,687.1800000000001,1,1,Mid/senior professional,1,Desktop,Career,1,0,0.0
1,401.271,1,0,Career switch,0,Desktop,Control,0,0,0.0
12,38.987,0,1,Mid/senior professional,0,Desktop,Control,1,1,148.889
12,87.41199999999999,0,1,Mid/senior professional,0,Mobile,Career,0,0,0.0
3,418.40500000000003,1,0,Mid/senior professional,0,Mobile,Hobby,1,0,0.0
3,38.987,0,1,Mid/senior professional,0,Mobile,Hobby,0,0,0.0
9,152.165,1,0,Career switch,1,Mobile,Hobby,0,0,0.0
5,345.904,0,1,Mid/senior professional,0,Desktop,Career,1,0,0.0
3,354.458,0,1,Mid/senior professional,1,Mobile,Career,1,0,0.0
6,221.58499999999998,0,1,Career switch,0,Desktop,Control,0,0,0.0
1,211.73100000000002,0,1,Early career,1,Desktop,Hobby,1,0,0.0
7,105.703,1,0,Career switch,0,Mobile,Control,0,0,0.0
3,205.43900000000002,0,1,Career switch,1,Mobile,Career,1,0,0.0
7,151.138,0,1,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
3,175.071,0,1,Career switch,1,Mobile,Control,0,0,0.0
3,637.2990000000001,1,0,Mid/senior professional,0,Desktop,Career,0,0,0.0
11,249.74300000000002,0,1,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
12,270.673,0,1,Career switch,1,Multichannel,Career,0,0,0.0
2,633.048,0,1,Career switch,0,Desktop,Career,1,0,0.0
7,461.61699999999996,0,1,Career switch,0,Multichannel,Hobby,0,0,0.0
5,364.754,1,1,Mid/senior professional,0,Mobile,Hobby,0,0,0.0
2,93.39200000000001,0,1,Career switch,1,Desktop,Control,0,0,0.0
6,78.858,0,1,Career switch,1,Mobile,Hobby,1,0,0.0
9,229.229,1,0,Career switch,1,Desktop,Hobby,0,0,0.0
10,77.623,0,1,Mid/senior professional,0,Mobile,Career,0,0,0.0
1,88.387,1,0,Mid/senior professional,0,Mobile,Hobby,0,0,0.0
9,611.7280000000001,1,0,Mid/senior professional,1,Desktop,Career,0,0,0.0
1,189.228,1,0,Career switch,1,Desktop,Control,0,0,0.0
10,748.059,1,0,Career switch,1,Mobile,Career,0,0,0.0
11,440.167,1,0,Career switch,1,Mobile,Hobby,0,0,0.0
3,302.744,0,1,Career switch,0,Desktop,Hobby,1,0,0.0
10,1272.3490000000002,1,1,Mid/senior professional,1,Mobile,Hobby,0,0,0.0
3,206.635,1,0,Mid/senior professional,1,Desktop,Career,0,0,0.0
10,343.52500000000003,0,1,Mid/senior professional,1,Mobile,Control,0,0,0.0
8,250.497,0,1,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
6,118.443,0,1,Career switch,0,Desktop,Control,0,0,0.0
6,231.53,1,0,Career switch,1,Desktop,Control,0,0,0.0
3,1068.002,1,0,Career switch,1,Desktop,Hobby,0,0,0.0
10,472.927,0,1,Career switch,0,Multichannel,Career,0,0,0.0
6,196.716,1,0,Career switch,1,Desktop,Career,0,0,0.0
4,608.9590000000001,0,1,Career switch,1,Multichannel,Control,0,0,0.0
1,67.821,1,0,Career switch,0,Desktop,Hobby,0,0,0.0
4,617.461,1,1,Mid/senior professional,1,Mobile,Career,1,0,0.0
5,114.80300000000001,1,0,Career switch,1,Mobile,Control,0,0,0.0
1,505.19300000000004,0,1,Mid/senior professional,0,Multichannel,Hobby,1,1,115.128
11,38.987,0,1,Mid/senior professional,0,Mobile,Hobby,0,0,0.0
10,38.987,1,0,Mid/senior professional,1,Desktop,Control,0,0,0.0
4,140.478,1,0,Mid/senior professional,1,Mobile,Control,0,0,0.0
6,166.29600000000002,0,1,Early career,0,Mobile,Hobby,0,0,0.0
2,857.857,0,1,Career switch,1,Mobile,Control,0,0,0.0
3,383.422,1,0,Career switch,1,Mobile,Hobby,0,0,0.0
6,619.2810000000001,0,1,Career switch,0,Mobile,Control,0,0,0.0
3,884.0,1,1,Career switch,1,Mobile,Control,0,0,0.0
8,797.0040000000001,0,1,Mid/senior professional,1,Mobile,Career,0,0,0.0
10,38.987,0,1,Career switch,0,Mobile,Hobby,0,0,0.0
10,193.93400000000003,0,1,Career switch,0,Desktop,Hobby,0,0,0.0
9,283.92,1,0,Mid/senior professional,0,Multichannel,Career,0,0,0.0
9,377.429,1,0,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
6,47.372,1,0,Career switch,0,Desktop,Control,0,0,0.0
9,48.204,1,0,Early career,0,Mobile,Career,0,0,0.0
1,669.4350000000001,0,1,Mid/senior professional,1,Desktop,Hobby,0,0,0.0
10,38.987,0,1,Career switch,1,Mobile,Control,0,0,0.0
11,38.987,0,1,Mid/senior professional,0,Desktop,Control,0,0,0.0
6,541.19,1,0,Career switch,0,Multichannel,Hobby,0,0,0.0
2,1215.565,1,1,Career switch,1,Desktop,Career,0,0,0.0
4,38.987,0,1,Career switch,0,Desktop,Hobby,0,0,0.0
2,296.257,1,0,Career switch,0,Desktop,Hobby,0,0,0.0
10,88.036,0,1,Career switch,1,Mobile,Control,0,0,0.0
2,457.067,1,0,Career switch,0,Mobile,Hobby,0,0,0.0
2,48.243,1,0,Mid/senior professional,1,Desktop,Career,0,0,0.0
5,253.20100000000002,0,1,Career switch,0,Mobile,Control,0,0,0.0
5,219.817,1,0,Mid/senior professional,0,Mobile,Career,0,0,0.0
1,84.292,1,0,Career switch,1,Mobile,Career,0,0,0.0
6,771.017,1,1,Career switch,1,Mobile,Control,0,0,0.0
12,1072.968,0,1,Mid/senior professional,1,Multichannel,Career,0,0,0.0
5,38.987,0,1,Mid/senior professional,1,Mobile,Control,0,0,0.0
2,116.779,1,0,Mid/senior professional,1,Mobile,Control,0,0,0.0
7,541.2810000000001,1,1,Mid/senior professional,0,Mobile,Hobby,0,0,0.0
9,96.473,1,0,Mid/senior professional,0,Desktop,Control,0,0,0.0
9,276.367,1,0,Mid/senior professional,1,Mobile,Control,0,0,0.0
2,47.61900000000001,0,1,Early career,1,Desktop,Control,1,0,0.0
10,89.843,1,0,Career switch,1,Mobile,Hobby,0,0,0.0
1,623.402,1,0,Early career,0,Mobile,Career,1,0,0.0
7,551.2520000000001,0,1,Early career,0,Multichannel,Hobby,0,0,0.0
10,150.228,0,1,Mid/senior professional,0,Mobile,Career,0,0,0.0
8,88.647,0,1,Career switch,1,Mobile,Hobby,0,0,0.0
11,45.578,0,1,Career switch,0,Mobile,Career,0,0,0.0
9,43.134,0,1,Career switch,1,Desktop,Control,0,0,0.0
11,90.311,1,0,Mid/senior professional,0,Mobile,Career,1,0,0.0
4,51.441,1,0,Career switch,0,Desktop,Career,0,0,0.0
10,68.12,0,1,Career switch,1,Mobile,Hobby,0,0,0.0
10,109.382,0,1,Mid/senior professional,0,Mobile,Hobby,1,0,0.0
8,181.961,1,0,Early career,0,Desktop,Control,0,0,0.0
8,734.1100000000001,1,1,Early career,1,Mobile,Control,0,0,0.0
2,627.0550000000001,1,0,Early career,0,Multichannel,Career,0,0,0.0
11,38.987,1,0,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
2,237.71800000000002,0,1,Career switch,0,Desktop,Hobby,1,0,0.0
5,191.321,0,1,Career switch,1,Desktop,Hobby,0,0,0.0
3,982.7220000000001,1,1,Career switch,1,Desktop,Control,0,0,0.0
5,265.30400000000003,0,1,Mid/senior professional,0,Multichannel,Career,0,0,0.0
6,186.68,1,0,Career switch,1,Desktop,Hobby,1,0,0.0
4,218.244,1,0,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
3,71.94200000000001,1,0,Mid/senior professional,1,Mobile,Career,0,0,0.0
4,649.883,1,0,Career switch,0,Multichannel,Career,0,0,0.0
2,38.987,0,1,Mid/senior professional,0,Desktop,Career,0,0,0.0
1,2008.188,1,1,Career switch,1,Desktop,Control,1,0,0.0
10,141.154,1,0,Mid/senior professional,1,Desktop,Career,0,0,0.0
11,728.806,1,0,Career switch,1,Multichannel,Career,0,0,0.0
8,38.987,0,1,Career switch,0,Desktop,Control,0,0,0.0
1,93.041,0,1,Career switch,1,Mobile,Control,0,0,0.0
9,212.563,0,1,Career switch,0,Mobile,Control,0,0,0.0
1,552.201,1,0,Career switch,0,Desktop,Career,1,0,0.0
4,539.7990000000001,1,0,Career switch,0,Mobile,Career,0,0,0.0
3,735.384,1,1,Career switch,1,Desktop,Control,0,0,0.0
1,1697.462,0,1,Career switch,1,Multichannel,Control,0,0,0.0
9,266.513,1,0,Mid/senior professional,1,Mobile,Hobby,0,0,0.0
3,38.987,0,1,Mid/senior professional,0,Mobile,Career,0,0,0.0
1,215.17600000000002,0,1,Career switch,1,Mobile,Hobby,0,0,0.0
9,68.34100000000001,0,1,Career switch,1,Mobile,Hobby,0,0,0.0
1,347.36,1,1,Mid/senior professional,0,Multichannel,Career,0,0,0.0
9,269.98400000000004,0,1,Career switch,0,Mobile,Control,0,0,0.0
6,265.10900000000004,1,1,Mid/senior professional,0,Mobile,Control,0,0,0.0
10,227.48700000000002,0,1,Career switch,0,Mobile,Hobby,1,0,0.0
1,394.966,1,0,Career switch,0,Mobile,Hobby,0,0,0.0
2,938.1320000000001,1,1,Mid/senior professional,1,Desktop,Career,1,0,0.0
10,38.987,1,0,Mid/senior professional,1,Desktop,Control,0,0,0.0
4,82.511,1,0,Career switch,1,Desktop,Hobby,0,0,0.0
1,101.712,1,0,Early career,0,Mobile,Career,0,0,0.0
2,413.02299999999997,1,0,Career switch,0,Mobile,Control,0,0,0.0
1,165.49,0,1,Career switch,0,Desktop,Hobby,1,0,0.0
5,135.49900000000002,1,0,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
2,118.534,0,1,Career switch,1,Desktop,Career,0,0,0.0
8,38.987,0,1,Career switch,0,Mobile,Control,0,0,0.0
11,210.613,1,0,Career switch,1,Desktop,Hobby,0,0,0.0
9,196.482,1,0,Career switch,0,Mobile,Career,1,1,117.19500000000001
4,142.493,0,1,Mid/senior professional,1,Mobile,Career,0,0,0.0
3,1139.632,1,0,Mid/senior professional,1,Desktop,Hobby,0,0,0.0
11,146.939,1,0,Mid/senior professional,1,Mobile,Hobby,0,0,0.0
2,186.966,1,0,Career switch,0,Desktop,Career,0,0,0.0
9,301.6,0,1,Early career,1,Desktop,Hobby,0,0,0.0
11,91.98800000000001,1,0,Career switch,0,Desktop,Control,0,0,0.0
10,98.41000000000001,1,0,Early career,0,Mobile,Control,1,0,0.0
2,273.93600000000004,1,0,Mid/senior professional,1,Mobile,Career,0,0,0.0
5,38.987,0,1,Career switch,1,Mobile,Control,0,0,0.0
8,64.22,1,0,Early career,1,Mobile,Control,0,0,0.0
6,237.92600000000002,1,0,Career switch,0,Desktop,Control,0,0,0.0
2,201.084,1,0,Mid/senior professional,0,Desktop,Control,0,0,0.0
9,382.824,0,1,Early career,1,Desktop,Control,0,0,0.0
2,756.639,0,1,Mid/senior professional,1,Multichannel,Control,0,0,0.0
9,38.987,0,1,Mid/senior professional,1,Mobile,Control,0,0,0.0
7,99.56700000000001,0,1,Career switch,1,Mobile,Hobby,0,0,0.0
1,2332.369,1,0,Career switch,1,Desktop,Career,0,0,0.0
6,1029.314,1,1,Mid/senior professional,1,Desktop,Hobby,0,0,0.0
2,862.1990000000001,1,1,Early career,1,Multichannel,Control,0,0,0.0
7,209.586,1,0,Mid/senior professional,0,Mobile,Career,0,0,0.0
8,147.355,1,0,Early career,0,Desktop,Control,0,0,0.0
12,381.641,1,0,Career switch,0,Multichannel,Control,0,0,0.0
1,153.023,1,0,Career switch,1,Desktop,Control,0,0,0.0
6,38.987,1,0,Early career,0,Desktop,Career,0,0,0.0
11,170.391,0,1,Mid/senior professional,1,Mobile,Control,0,0,0.0
1,725.3220000000001,1,0,Mid/senior professional,1,Desktop,Hobby,0,0,0.0
10,46.02,0,1,Career switch,0,Mobile,Control,0,0,0.0
5,237.666,1,0,Mid/senior professional,0,Desktop,Career,0,0,0.0
7,38.987,1,0,Career switch,0,Desktop,Career,0,0,0.0
2,420.498,0,1,Mid/senior professional,0,Mobile,Career,1,0,0.0
6,38.987,0,1,Mid/senior professional,0,Mobile,Hobby,0,0,0.0
2,219.674,0,1,Career switch,1,Mobile,Control,0,0,0.0
1,83.70700000000001,0,1,Early career,1,Mobile,Control,1,0,0.0
1,443.716,1,1,Mid/senior professional,0,Desktop,Career,1,0,0.0
7,306.709,1,1,Mid/senior professional,1,Mobile,Control,0,0,0.0
1,238.602,0,1,Career switch,0,Desktop,Hobby,0,0,0.0
11,438.217,1,1,Mid/senior professional,1,Multichannel,Hobby,0,0,0.0
9,38.987,0,1,Career switch,0,Mobile,Hobby,1,0,0.0
2,296.088,0,1,Career switch,0,Mobile,Hobby,1,0,0.0
4,135.603,0,1,Career switch,1,Desktop,Hobby,1,0,0.0
4,85.722,1,0,Career switch,1,Mobile,Hobby,0,0,0.0
2,300.924,1,0,Career switch,1,Desktop,Career,0,0,0.0
9,99.203,0,1,Career switch,1,Mobile,Hobby,0,0,0.0
6,512.057,1,0,Mid/senior professional,1,Mobile,Control,0,0,0.0
8,212.16,1,0,Career switch,0,Desktop,Control,0,0,0.0
10,250.614,1,0,Early career,1,Desktop,Control,0,0,0.0
9,812.578,0,1,Career switch,1,Desktop,Control,0,0,0.0
9,88.63400000000001,1,0,Career switch,1,Desktop,Control,0,0,0.0
1,141.089,1,0,Mid/senior professional,1,Desktop,Hobby,0,0,0.0
3,38.987,0,1,Mid/senior professional,0,Desktop,Hobby,1,0,0.0
1,884.481,1,0,Career switch,1,Multichannel,Career,0,0,0.0
5,38.987,1,0,Early career,0,Mobile,Control,0,0,0.0
1,143.286,0,1,Career switch,0,Mobile,Control,0,0,0.0
4,48.035000000000004,1,0,Mid/senior professional,1,Desktop,Career,0,0,0.0
12,239.20000000000002,0,1,Career switch,0,Mobile,Hobby,0,0,0.0
5,56.875,0,1,Career switch,1,Desktop,Control,0,0,0.0
4,463.03400000000005,0,1,Career switch,0,Mobile,Career,0,0,0.0
7,415.532,1,0,Career switch,1,Desktop,Career,0,0,0.0
6,475.696,1,1,Mid/senior professional,0,Desktop,Career,1,0,0.0
7,128.453,1,0,Career switch,1,Mobile,Hobby,0,0,0.0
4,38.987,0,1,Career switch,0,Mobile,Control,1,0,0.0
2,1329.588,1,0,Career switch,1,Multichannel,Control,0,0,0.0
6,748.332,1,1,Career switch,1,Multichannel,Career,1,0,0.0
2,384.605,0,1,Mid/senior professional,0,Desktop,Control,0,0,0.0
2,100.22999999999999,1,0,Career switch,1,Mobile,Hobby,0,0,0.0
4,672.542,0,1,Career switch,1,Desktop,Control,0,0,0.0
3,225.472,1,0,Mid/senior professional,0,Mobile,Career,0,0,0.0
5,188.96800000000002,0,1,Early career,0,Desktop,Control,0,0,0.0
6,172.094,0,1,Mid/senior professional,0,Desktop,Control,0,0,0.0
4,440.063,1,0,Mid/senior professional,1,Desktop,Hobby,0,0,0.0
1,289.783,1,0,Early career,1,Desktop,Hobby,0,0,0.0
6,323.44,0,1,Career switch,1,Desktop,Control,0,0,0.0
10,439.478,1,0,Early career,0,Mobile,Hobby,1,0,0.0
9,46.592000000000006,0,1,Mid/senior professional,0,Mobile,Hobby,0,0,0.0
5,109.72000000000001,0,1,Career switch,0,Desktop,Career,0,0,0.0
2,365.44300000000004,0,1,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
9,328.744,0,1,Mid/senior professional,0,Mobile,Control,0,0,0.0
11,388.778,1,0,Early career,1,Desktop,Hobby,0,0,0.0
5,63.635000000000005,0,1,Career switch,1,Mobile,Hobby,0,0,0.0
10,100.451,0,1,Career switch,0,Desktop,Hobby,1,0,0.0
10,68.107,0,1,Early career,0,Mobile,Control,0,0,0.0
3,2311.114,1,1,Mid/senior professional,1,Mobile,Career,0,0,0.0
1,1228.877,1,1,Career switch,1,Multichannel,Hobby,0,0,0.0
2,348.946,1,1,Mid/senior professional,1,Desktop,Control,1,0,0.0
1,45.63,0,1,Early career,0,Mobile,Career,1,0,0.0
10,901.8230000000001,1,0,Mid/senior professional,1,Multichannel,Career,0,0,0.0
1,150.38400000000001,1,0,Career switch,0,Desktop,Control,0,0,0.0
9,38.987,0,1,Mid/senior professional,0,Desktop,Control,0,0,0.0
10,106.132,0,1,Career switch,0,Desktop,Career,0,0,0.0
5,38.987,1,0,Career switch,0,Desktop,Career,0,0,0.0
4,169.19500000000002,0,1,Mid/senior professional,1,Desktop,Career,0,0,0.0
5,445.86100000000005,0,1,Early career,1,Multichannel,Control,0,0,0.0
9,357.552,1,0,Early career,1,Mobile,Hobby,1,0,0.0
8,283.361,1,0,Early career,0,Multichannel,Career,0,0,0.0
11,38.987,1,0,Career switch,1,Desktop,Career,0,0,0.0
10,358.059,0,1,Mid/senior professional,0,Desktop,Career,0,0,0.0
5,549.068,0,1,Career switch,0,Desktop,Career,0,0,0.0
9,1066.286,1,1,Mid/senior professional,1,Multichannel,Control,1,0,0.0
2,309.985,0,1,Mid/senior professional,1,Desktop,Career,0,0,0.0
3,712.2180000000001,0,1,Mid/senior professional,1,Multichannel,Hobby,0,0,0.0
11,70.33,0,1,Mid/senior professional,1,Mobile,Control,0,0,0.0
2,61.217000000000006,0,1,Mid/senior professional,0,Mobile,Hobby,0,0,0.0
2,1150.513,1,1,Career switch,1,Mobile,Career,0,0,0.0
7,82.511,1,0,Career switch,1,Mobile,Control,0,0,0.0
6,48.191,1,0,Career switch,0,Mobile,Control,0,0,0.0
4,1006.9670000000001,0,1,Early career,1,Multichannel,Career,1,1,38.987
6,123.00600000000001,1,0,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
11,217.37300000000002,1,0,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
5,447.98,1,0,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
10,469.48199999999997,0,1,Mid/senior professional,1,Mobile,Career,0,0,0.0
1,846.586,0,1,Early career,1,Mobile,Control,0,0,0.0
2,1924.923,0,1,Early career,1,Multichannel,Hobby,0,0,0.0
3,405.028,0,1,Mid/senior professional,0,Multichannel,Hobby,0,0,0.0
11,122.10900000000001,1,0,Mid/senior professional,1,Desktop,Control,0,0,0.0
10,115.93400000000001,0,1,Career switch,0,Desktop,Control,0,0,0.0
9,137.033,0,1,Early career,0,Mobile,Control,0,0,0.0
11,106.197,0,1,Mid/senior professional,0,Mobile,Hobby,0,0,0.0
5,38.987,1,0,Career switch,0,Mobile,Hobby,0,0,0.0
2,89.427,1,0,Career switch,0,Mobile,Career,1,0,0.0
6,113.711,1,0,Career switch,0,Mobile,Career,0,0,0.0
6,330.733,1,0,Early career,1,Desktop,Career,0,0,0.0
2,281.736,0,1,Mid/senior professional,1,Multichannel,Control,0,0,0.0
9,38.987,1,0,Mid/senior professional,0,Mobile,Career,0,0,0.0
2,217.20400000000004,0,1,Career switch,1,Mobile,Hobby,0,0,0.0
8,413.582,1,1,Early career,1,Desktop,Control,0,0,0.0
3,260.299,1,0,Mid/senior professional,0,Mobile,Control,0,0,0.0
9,212.108,1,0,Career switch,0,Mobile,Career,0,0,0.0
3,132.65200000000002,1,0,Career switch,0,Mobile,Control,0,0,0.0
9,592.657,0,1,Early career,0,Desktop,Career,1,0,0.0
12,126.828,1,0,Career switch,0,Desktop,Career,0,0,0.0
1,165.165,1,0,Mid/senior professional,0,Desktop,Control,0,0,0.0
5,49.803000000000004,1,0,Mid/senior professional,0,Mobile,Career,0,0,0.0
10,141.18,1,0,Career switch,1,Mobile,Hobby,0,0,0.0
9,71.396,1,0,Career switch,0,Desktop,Career,0,0,0.0
2,332.917,1,0,Mid/senior professional,1,Multichannel,Career,0,0,0.0
2,162.149,0,1,Early career,0,Desktop,Hobby,1,0,0.0
8,753.142,1,0,Career switch,1,Mobile,Career,0,0,0.0
6,1149.902,0,1,Mid/senior professional,1,Desktop,Hobby,0,0,0.0
9,129.857,0,1,Career switch,1,Desktop,Control,0,0,0.0
2,132.912,0,1,Career switch,1,Desktop,Career,0,0,0.0
